Date,Department,Age,Employees
200806,Financial Transactions and Reports Analysis Centre of Canada,20-24,44
200806,Canadian Space Agency,20-24,44
200806,National Energy Board,55-59,44
200806,Science and Engineering Research Canada,50-54,44
200809,Parks Canada,65-69,44
200809,Canada School of Public Service,60-64,44
200809,Financial Transactions and Reports Analysis Centre of Canada,40-44,44
200809,Department of Finance Canada,20-24,44
200809,Infrastructure Canada,30-34,44
200809,Science and Engineering Research Canada,50-54,44
200812,Library and Archives Canada,20-24,44
200812,National Energy Board,55-59,44
200812,Department of Finance Canada,20-24,44
200812,Economic Development Agency of Canada for the Regions of Quebec,55-59,44
200812,Science and Engineering Research Canada,30-34,44
200812,Science and Engineering Research Canada,50-54,44
200812,Royal Canadian Mounted Police (Civilian Staff),65-69,44
200903,Infrastructure Canada,30-34,44
200903,Science and Engineering Research Canada,50-54,44
200906,Financial Transactions and Reports Analysis Centre of Canada,25-29,44
200906,Financial Transactions and Reports Analysis Centre of Canada,40-44,44
200906,Veterans Affairs Canada,65-69,44
200906,Indigenous and Northern Affairs Canada,65-69,44
200906,National Film Board,25-29,44
200906,Science and Engineering Research Canada,20-24,44
200909,Financial Transactions and Reports Analysis Centre of Canada,25-29,44
200909,Infrastructure Canada,35-39,44
200912,Canadian International Development Agency,20-24,44
200912,Western Economic Diversification Canada,20-24,44
201006,Financial Transactions and Reports Analysis Centre of Canada,25-29,44
201006,Financial Transactions and Reports Analysis Centre of Canada,30-34,44
201006,Canadian Institutes of Health Research,25-29,44
201006,Canadian Space Agency,25-29,44
201009,Courts Administration Service,20-24,44
201009,Parole Board of Canada,35-39,44
201009,Canadian Radio-television and Telecommunications Commission,35-39,44
201012,Canadian Space Agency,60-64,44
201012,Indigenous and Northern Affairs Canada,65-69,44
201012,Western Economic Diversification Canada,40-44,44
201103,Canadian Space Agency,60-64,44
201103,National Energy Board,55-59,44
201106,Canadian Space Agency,60-64,44
201106,Department of Finance Canada,55-59,44
201106,Immigration and Refugee Board of Canada,20-24,44
201106,Department of Justice Canada,65-69,44
201106,National Film Board,55-59,44
201109,Office of the Auditor General of Canada,20-24,44
201109,Elections Canada,20-24,44
201109,Federal Judges not part of any department,45-49,44
201109,Royal Canadian Mounted Police (Civilian Staff),65-69,44
201109,Transportation Safety Board of Canada,45-49,44
201112,Public Service Commission of Canada,60-64,44
201203,Agriculture and Agri-Food Canada,< 20,44
201203,Canadian Environmental Assessment Agency,30-34,44
201203,Canadian Human Rights Commission,45-49,44
201206,National Energy Board,40-44,44
201206,Economic Development Agency of Canada for the Regions of Quebec,55-59,44
201206,Immigration Refugees and Citizenship Canada,65-69,44
201206,Offices of the information and Privacy Commissioners of Canada,45-49,44
201209,Federal Judges not part of any department,45-49,44
201209,National Research Council Canada,20-24,44
201209,Western Economic Diversification Canada,35-39,44
201212,Financial Transactions and Reports Analysis Centre of Canada,45-49,44
201212,Innovation Science and Economic Development Canada,65-69,44
201212,Immigration Refugees and Citizenship Canada,65-69,44
201212,Offices of the information and Privacy Commissioners of Canada,30-34,44
201212,Offices of the information and Privacy Commissioners of Canada,35-39,44
201212,Parole Board of Canada,30-34,44
201212,Canadian Radio-television and Telecommunications Commission,25-29,44
201303,Elections Canada,25-29,44
201303,Federal Economic Development Agency for Southern Ontario,25-29,44
201303,Parole Board of Canada,25-29,44
201303,Canadian Radio-television and Telecommunications Commission,25-29,44
201303,Western Economic Diversification Canada,55-59,44
201306,Financial Transactions and Reports Analysis Centre of Canada,25-29,44
201306,Canadian Nuclear Safety Commission,20-24,44
201306,Canadian Radio-television and Telecommunications Commission,25-29,44
201306,Canadian Radio-television and Telecommunications Commission,55-59,44
201309,Canadian Environmental Assessment Agency,30-34,44
201312,Canadian Space Agency,30-34,44
201403,Office of the Superintendent of Financial Institutions Canada,25-29,44
201406,Canadian Space Agency,30-34,44
201406,Fisheries and Oceans Canada,< 20,44
201406,Economic Development Agency of Canada for the Regions of Quebec,40-44,44
201406,Canadian Radio-television and Telecommunications Commission,45-49,44
201409,Canadian Space Agency,30-34,44
201409,Canadian Nuclear Safety Commission,25-29,44
201409,Economic Development Agency of Canada for the Regions of Quebec,40-44,44
201409,Office of the Superintendent of Financial Institutions Canada,25-29,44
201412,Library and Archives Canada,60-64,44
201412,Economic Development Agency of Canada for the Regions of Quebec,45-49,44
201503,Administrative Tribunals Support Service of Canada,45-49,44
201503,Canadian Space Agency,30-34,44
201503,Economic Development Agency of Canada for the Regions of Quebec,40-44,44
201503,Offices of the information and Privacy Commissioners of Canada,35-39,44
201503,Canadian Radio-television and Telecommunications Commission,25-29,44
201509,Canada School of Public Service,25-29,44
201512,Library and Archives Canada,60-64,44
201512,Canadian Grain Commission,30-34,44
201512,Social Sciences and Humanities Research Council of Canada,35-39,44
201603,Shared Services Canada,65-69,44
201603,Science and Engineering Research Canada,55-59,44
200803,Department of Finance Canada,20-24,43
200803,Economic Development Agency of Canada for the Regions of Quebec,35-39,43
200803,Economic Development Agency of Canada for the Regions of Quebec,55-59,43
200803,Indian Residential Schools Resolution Canada,45-49,43
200806,Canadian Transportation Agency,45-49,43
200806,Royal Canadian Mounted Police (Civilian Staff),65-69,43
200806,Natural Resources Canada,< 20,43
200809,National Energy Board,55-59,43
200812,Library and Archives Canada,60-64,43
200812,National Energy Board,35-39,43
200903,Elections Canada,55-59,43
200903,Indian Residential Schools Resolution Canada,55-59,43
200903,Federal Judges not part of any department,45-49,43
200903,Health Canada,< 20,43
200903,Parole Board of Canada,35-39,43
200903,Public Services and Procurement Canada,< 20,43
200906,Environment and Climate Change Canada,< 20,43
200906,Economic Development Agency of Canada for the Regions of Quebec,55-59,43
200909,Infrastructure Canada,25-29,43
200912,National Energy Board,30-34,43
200912,Economic Development Agency of Canada for the Regions of Quebec,55-59,43
200912,Parole Board of Canada,35-39,43
200912,Social Sciences and Humanities Research Council of Canada,30-34,43
200912,Treasury Board of Canada Secretariat,60-64,43
201003,Canadian Space Agency,60-64,43
201003,Public Service Commission of Canada,60-64,43
201003,Western Economic Diversification Canada,35-39,43
201006,National Energy Board,55-59,43
201006,Public Service Commission of Canada,60-64,43
201006,Treasury Board of Canada Secretariat,60-64,43
201006,Western Economic Diversification Canada,35-39,43
201006,Western Economic Diversification Canada,40-44,43
201009,Atlantic Canada Opportunities Agency,20-24,43
201009,Canadian Space Agency,25-29,43
201009,National Film Board,55-59,43
201009,Western Economic Diversification Canada,35-39,43
201009,Western Economic Diversification Canada,40-44,43
201012,Library and Archives Canada,60-64,43
201103,National Energy Board,40-44,43
201106,Canadian Environmental Assessment Agency,35-39,43
201106,Parole Board of Canada,35-39,43
201109,Public Service Commission of Canada,60-64,43
201109,Canadian Radio-television and Telecommunications Commission,40-44,43
201109,Transportation Safety Board of Canada,50-54,43
201112,Library and Archives Canada,60-64,43
201112,Canadian Environmental Assessment Agency,35-39,43
201112,National Energy Board,40-44,43
201112,Offices of the information and Privacy Commissioners of Canada,30-34,43
201112,Office of the Superintendent of Financial Institutions Canada,25-29,43
201112,Social Sciences and Humanities Research Council of Canada,30-34,43
201112,Transportation Safety Board of Canada,45-49,43
201203,Environment and Climate Change Canada,< 20,43
201203,Economic Development Agency of Canada for the Regions of Quebec,55-59,43
201203,Offices of the information and Privacy Commissioners of Canada,45-49,43
201203,Western Economic Diversification Canada,25-29,43
201206,Canadian Human Rights Commission,45-49,43
201206,Canadian Radio-television and Telecommunications Commission,25-29,43
201206,Canadian Radio-television and Telecommunications Commission,55-59,43
201206,Western Economic Diversification Canada,35-39,43
201206,Western Economic Diversification Canada,40-44,43
201209,Library and Archives Canada,60-64,43
201209,Parole Board of Canada,35-39,43
201209,Canadian Radio-television and Telecommunications Commission,55-59,43
201209,Western Economic Diversification Canada,40-44,43
201212,Canadian Transportation Agency,50-54,43
201212,Immigration and Refugee Board of Canada,65-69,43
201212,National Research Council Canada,20-24,43
201212,Science and Engineering Research Canada,25-29,43
201212,Western Economic Diversification Canada,30-34,43
201303,Innovation Science and Economic Development Canada,65-69,43
201303,Canadian Radio-television and Telecommunications Commission,40-44,43
201303,Social Sciences and Humanities Research Council of Canada,35-39,43
201306,Atlantic Canada Opportunities Agency,30-34,43
201306,Economic Development Agency of Canada for the Regions of Quebec,40-44,43
201306,Infrastructure Canada,40-44,43
201306,Canadian Radio-television and Telecommunications Commission,40-44,43
201306,Transportation Safety Board of Canada,50-54,43
201309,Public Health Agency of Canada,20-24,43
201309,Financial Transactions and Reports Analysis Centre of Canada,25-29,43
201309,Canadian Environmental Assessment Agency,35-39,43
201309,Department of Finance Canada,55-59,43
201309,Canadian Radio-television and Telecommunications Commission,45-49,43
201309,Canadian Radio-television and Telecommunications Commission,55-59,43
201312,Canadian Environmental Assessment Agency,35-39,43
201312,Shared Services Canada,65-69,43
201312,Offices of the information and Privacy Commissioners of Canada,35-39,43
201312,Parole Board of Canada,35-39,43
201312,Canadian Radio-television and Telecommunications Commission,40-44,43
201403,National Film Board,55-59,43
201409,Canadian Transportation Agency,50-54,43
201409,Infrastructure Canada,25-29,43
201409,Infrastructure Canada,40-44,43
201409,Offices of the information and Privacy Commissioners of Canada,35-39,43
201409,Canadian Radio-television and Telecommunications Commission,45-49,43
201412,Canadian Environmental Assessment Agency,35-39,43
201412,Federal Economic Development Agency for Southern Ontario,30-34,43
201503,Administrative Tribunals Support Service of Canada,40-44,43
201503,Canadian Grain Commission,30-34,43
201503,Federal Economic Development Agency for Southern Ontario,30-34,43
201503,Science and Engineering Research Canada,55-59,43
201503,Public Prosecution Service of Canada,60-64,43
201503,Canadian Radio-television and Telecommunications Commission,40-44,43
201506,Administrative Tribunals Support Service of Canada,45-49,43
201506,Canada School of Public Service,25-29,43
201506,Public Prosecution Service of Canada,60-64,43
201506,Statistics Canada,< 20,43
201509,Economic Development Agency of Canada for the Regions of Quebec,45-49,43
201509,Immigration and Refugee Board of Canada,25-29,43
201509,Canadian Radio-television and Telecommunications Commission,55-59,43
201512,Administrative Tribunals Support Service of Canada,45-49,43
201512,Canadian Nuclear Safety Commission,20-24,43
201512,Economic Development Agency of Canada for the Regions of Quebec,45-49,43
